tactic,technique_id,technique,audit_category,audit_sub_category,event_id,message
Credential Access,T1606.002,SAML Tokens,Logon/Logoff,Other Logon/Logoff Events,4778,A session was reconnected to a Window Station.
Credential Access,T1606.002,SAML Tokens,Logon/Logoff,Special Logon,4964,Special groups have been assigned to a new logon.
Credential Access,T1003,OS Credential Dumping,Object Access,File System,4656,A handle to an object was requested.
Credential Access,T1003,OS Credential Dumping,Object Access,Kernel Object,4656,A handle to an object was requested.
Credential Access,T1003,OS Credential Dumping,Object Access,Registry,4656,A handle to an object was requested.
Credential Access,T1003,OS Credential Dumping,DS Access,Directory Service Access,4661,A handle to an object was requested.
Credential Access,T1003,OS Credential Dumping,Object Access,SAM,4661,A handle to an object was requested.
Credential Access,T1003,OS Credential Dumping,DS Access,Directory Service Access,4662,An operation was performed on an object.
Credential Access,T1003,OS Credential Dumping,Object Access,File System,4663,An attempt was made to access an object.
Credential Access,T1003,OS Credential Dumping,Object Access,Kernel Object,4663,An attempt was made to access an object.
Credential Access,T1003,OS Credential Dumping,Object Access,Registry,4663,An attempt was made to access an object.
Credential Access,T1003,OS Credential Dumping,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1003.002,Security Account Manager,Object Access,File System,4656,A handle to an object was requested.
Credential Access,T1003.002,Security Account Manager,Object Access,Registry,4656,A handle to an object was requested.
Credential Access,T1003.002,Security Account Manager,Object Access,SAM,4661,A handle to an object was requested.
Credential Access,T1003.002,Security Account Manager,Object Access,File System,4663,An attempt was made to access an object.
Credential Access,T1003.002,Security Account Manager,Object Access,Registry,4663,An attempt was made to access an object.
Credential Access,T1003.002,Security Account Manager,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1003.003,NTDS,Object Access,File System,4656,A handle to an object was requested.
Credential Access,T1003.003,NTDS,Object Access,SAM,4661,A handle to an object was requested.
Credential Access,T1003.003,NTDS,Object Access,File System,4663,An attempt was made to access an object.
Credential Access,T1003.003,NTDS,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1003.007,Proc Filesystem,Object Access,File System,4656,A handle to an object was requested.
Credential Access,T1003.007,Proc Filesystem,Object Access,SAM,4661,A handle to an object was requested.
Credential Access,T1003.007,Proc Filesystem,Object Access,File System,4663,An attempt was made to access an object.
Credential Access,T1003.007,Proc Filesystem,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1003.008,/etc/passwd and /etc/shadow,Object Access,File System,4656,A handle to an object was requested.
Credential Access,T1003.008,/etc/passwd and /etc/shadow,Object Access,SAM,4661,A handle to an object was requested.
Credential Access,T1003.008,/etc/passwd and /etc/shadow,Object Access,File System,4663,An attempt was made to access an object.
Credential Access,T1003.008,/etc/passwd and /etc/shadow,Detailed Tracking,Process Creation,4688,A new process has been created.
Collection,T1005,Data from Local System,Object Access,File System,4656,A handle to an object was requested.
Collection,T1005,Data from Local System,Object Access,SAM,4661,A handle to an object was requested.
Collection,T1005,Data from Local System,Object Access,File System,4663,An attempt was made to access an object.
Collection,T1005,Data from Local System,Detailed Tracking,Process Creation,4688,A new process has been created.
Exfiltration,T1011,Exfiltration Over Other Network Medium,Object Access,File System,4656,A handle to an object was requested.
Exfiltration,T1011,Exfiltration Over Other Network Medium,Object Access,SAM,4661,A handle to an object was requested.
Exfiltration,T1011,Exfiltration Over Other Network Medium,Object Access,File System,4663,An attempt was made to access an object.
Exfiltration,T1011,Exfiltration Over Other Network Medium,Detailed Tracking,Process Creation,4688,A new process has been created.
Exfiltration,T1011,Exfiltration Over Other Network Medium,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Exfiltration,T1011,Exfiltration Over Other Network Medium,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Exfiltration,T1011,Exfiltration Over Other Network Medium,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Exfiltration,T1011,Exfiltration Over Other Network Medium,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Exfiltration,T1011,Exfiltration Over Other Network Medium,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Exfiltration,T1011,Exfiltration Over Other Network Medium,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Exfiltration,T1011,Exfiltration Over Other Network Medium,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Exfiltration,T1011.001,Exfiltration Over Bluetooth,Object Access,File System,4656,A handle to an object was requested.
Exfiltration,T1011.001,Exfiltration Over Bluetooth,Object Access,SAM,4661,A handle to an object was requested.
Exfiltration,T1011.001,Exfiltration Over Bluetooth,Object Access,File System,4663,An attempt was made to access an object.
Exfiltration,T1011.001,Exfiltration Over Bluetooth,Detailed Tracking,Process Creation,4688,A new process has been created.
Exfiltration,T1011.001,Exfiltration Over Bluetooth,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Exfiltration,T1011.001,Exfiltration Over Bluetooth,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Exfiltration,T1011.001,Exfiltration Over Bluetooth,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Exfiltration,T1011.001,Exfiltration Over Bluetooth,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Exfiltration,T1011.001,Exfiltration Over Bluetooth,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Exfiltration,T1011.001,Exfiltration Over Bluetooth,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Exfiltration,T1011.001,Exfiltration Over Bluetooth,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Discovery,T1018,Remote System Discovery,Object Access,File System,4656,A handle to an object was requested.
Discovery,T1018,Remote System Discovery,Object Access,SAM,4661,A handle to an object was requested.
Discovery,T1018,Remote System Discovery,Object Access,File System,4663,An attempt was made to access an object.
Discovery,T1018,Remote System Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1018,Remote System Discovery,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Discovery,T1018,Remote System Discovery,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Discovery,T1018,Remote System Discovery,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Discovery,T1018,Remote System Discovery,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Discovery,T1018,Remote System Discovery,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Discovery,T1018,Remote System Discovery,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Discovery,T1018,Remote System Discovery,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Exfiltration,T1020,Automated Exfiltration,Object Access,File System,4656,A handle to an object was requested.
Exfiltration,T1020,Automated Exfiltration,Object Access,SAM,4661,A handle to an object was requested.
Exfiltration,T1020,Automated Exfiltration,Object Access,File System,4663,An attempt was made to access an object.
Exfiltration,T1020,Automated Exfiltration,Detailed Tracking,Process Creation,4688,A new process has been created.
Exfiltration,T1020,Automated Exfiltration,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Exfiltration,T1020,Automated Exfiltration,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Exfiltration,T1020,Automated Exfiltration,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Exfiltration,T1020,Automated Exfiltration,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Exfiltration,T1020,Automated Exfiltration,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Exfiltration,T1020,Automated Exfiltration,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Exfiltration,T1020,Automated Exfiltration,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Collection,T1025,Data from Removable Media,Object Access,File System,4656,A handle to an object was requested.
Collection,T1025,Data from Removable Media,Object Access,SAM,4661,A handle to an object was requested.
Collection,T1025,Data from Removable Media,Object Access,File System,4663,An attempt was made to access an object.
Collection,T1025,Data from Removable Media,Detailed Tracking,Process Creation,4688,A new process has been created.
